,city,state_code,latitud,longitud
1703,Santa Clarita,CA,34.2007,-118.5393
1704,Sunnyvale,CA,37.3709977,-121.9235529
1708,Barcelona,,41.487094,2.07732
1709,Charleston,SC,32.8537777,-79.9208632
1710,Los Angeles,CA,34.06226,-118.343648
1711,Itasca,IL,42.048203,-88.031569
1712,San Francisco,CA,37.781265,-122.393229
1714,Moreno Valley,CA,33.921969,-117.249376
1715,Berlin,,52.500888,13.420817
1716,Antwerpen,,51.1710646,4.3353896
1718,Boulder,CO,40.01831,-105.278025
1719,Moscow,,51.762981,114.787903
1724,Berlin,,52.524616,13.404438
1725,St. Louis,MO,38.632188,-90.214212
1726,West Palm Beach,FL,26.708395,-80.229012
1727,Bethesda,MD,38.989124,-77.026676
1728,Atlanta,GA,33.7790286,-84.3776399
1729,Menlo Park,CA,37.422876,-122.199368
1730,Sacramento,CA,38.513839,-121.498894
1731,"Funchal, Madeira",,32.6460331,-16.9147342
1732,Palo Alto,CA,37.4440981,-122.1612868
1734,Salt Lake City,UT,40.726342,-111.858835
1735,West Hollywood,CA,34.091073,-118.367701
1736,Milpitas,CA,37.412069,-121.900366
1737,East Yorkshire,,53.725204,-0.439392
1738,,,53.616352,-2.15871
1740,Clovis,CA,36.811069,-119.709092
1742,Santa Monica,CA,53.544711,-113.515769
1743,San Jose,CA,37.316466,-121.873881
1744,Melbourne,,-37.813339,144.970823
1745,Herzliya,,32.1682,34.8125
1746,Scottsdale,AZ,33.533027,-111.923849
1747,San Francisco,CA,37.781249,-122.418829
1748,San Diego,CA,42.35888,-71.05682
1749,New York,NY,40.745337,-73.980128
1750,San Francisco,CA,37.791391,-122.402859
1751,Paris,,48.858472,2.309184
1753,Tel Aviv,,32.0554,34.7595
1754,Menlo Park,CA,37.48032,-122.178371
1755,San Antonio,TX,29.516352,-98.43676
1756,Buenos Aires,,-34.5892808,-58.43297
1757,Mar del Plata,,-38.0060917,-57.5582444
1758,New York,NY,40.752404,-73.992544
1759,Calgary,,51.0460135,-114.0788979
1760,Addison,TX,32.961486,-96.825516
1761,,CA,37.6266932,-122.1169032
1762,Hayward,CA,37.6688205,-122.0807964
1763,Lehi,UT,40.427361,-111.896722
1764,Perth,,-41.565586,147.196096
1765,Santa Clara,CA,37.3378083,-121.9945639
1766,Stockholm,,59.332788,18.064488
1767,San Francisco,CA,37.775392,-122.412214
1768,Troy,MI,42.585951,-83.126814
1769,"Vancouver, BC",,49.2839417,-123.1101383
1771,Seattle,WA,47.617122,-122.305994
1773,San Marino,CA,34.122322,-118.10529
1774,Zaandijk,,52.475393,4.812833
1776,Barcelona,,41.387411,2.168518
1777,London,,51.5016514,-0.0944873
1781,Auckland,,-36.8915013,174.7078821
1783,Sydney,,-33.860404,151.208584
1784,Mountain View,CA,37.42339,-122.089951
1785,New York,NY,40.743563,-73.993274
1786,"Victoria, BC",,48.4275,-123.367259
1787,Annapolis,MD,39.048261,-76.447526
1788,Berlin,,52.547574,13.414455
1790,New York,NY,40.754901,-73.989622
1791,New York,NY,40.731392,-73.9884
1792,Addison,TX,32.980134,-96.831365
1793,Vancouver,,49.2846085,-123.110394
1794,New York,NY,40.769466,-73.950845
1795,San Francisco,CA,37.780134,-122.396744
1796,Savannah,GA,32.080963,-81.094231
1797,Brussels,,50.817269,4.371268
1799,"Vancouver, BC",,49.275332,-123.120893
1800,Carlsbad,CA,33.09568,-117.244034
1802,London,,51.514193,-0.146431
1804,Wellington,,-41.282064,174.775566
1806,Raleigh,NC,35.897056,-78.650229
1807,Mountain View,CA,37.4186097,-122.0937686
1808,Winnipeg,,49.883712,-97.190112
1810,Toronto,,43.650105,-79.396805
1811,Montreal,,45.498179,-73.565316
1812,St Paul,MN,44.86495,-93.288479
1813,Maple Grove,MN,45.082573,-93.423661
1814,Montreal,,45.545447,-73.639076
1816,Lexington,MA,42.45848,-71.246417
1817,Alameda,CA,37.78424,-122.274771
1818,Arlington,VA,38.8565647,-77.0967357
1819,Minneapolis,MN,44.977482,-93.264351
1820,Philadelphia,PA,39.951053,-75.197465
1821,Manly,,-33.797144,151.28804
1822,Manly,,-33.329799,151.505125
1823,Austin,TX,30.292804,-97.737368
1825,Oakland,CA,37.810914,-122.247177
1826,Bangalore,,12.937677,77.56574
1827,Cesson SÃ©vignÃ©,,48.10583,-1.611882
1828,Fontainebleau,,48.407483,2.701038
1829,THOMERY,,48.423737,2.74495
1830,Grand-Saconnex,,46.236895,6.124429
1831,Maidenhead,,51.508466,-0.742987
1833,London,,51.541937,-0.157333
1836,San Francisco,CA,38.901544,-77.044256
1838,Norman,OK,35.232099,-97.501211
1839,Garland,TX,32.909188,-96.634389
1840,Richmond,,53.335194,-6.252923
1842,New York,NY,40.754211,-73.97917
1843,San Francisco,CA,37.787646,-122.402759
1844,Toronto,,43.670233,-79.386755
1845,San Francisco,CA,37.835198,-122.477294
1847,Ridgefield,WA,45.7968414,-122.6931439
1848,London,,51.5133527,-0.1339263
1849,"Toronto, Ontario",,43.8356434,-79.4418543
1850,New York,NY,40.7262412,-74.0073271
1851,"Covent Garden, London",,51.5119883,-0.1260146
1852,San Francisco,CA,37.78866,-122.401406
1853,Shanghai,,31.224588,121.480029
1854,Paris,,48.8506065,2.3797825
1855,Phoenix,AZ,33.64873,-112.051346
1858,San Carlos,CA,37.494965,-122.267654
1859,Brooklyn,NY,40.720764,-73.957968
1860,Hyderabad,,17.413687,78.444474
1861,Raleigh,NC,47.617732,-122.357317
1862,Amsterdam,,52.354098,4.863604
1863,Munich,,48.1281209,11.5677288
1864,Palo Alto,CA,37.43938,-122.158804
1866,Richmond Hill,,43.874167,-79.4242645
1867,CovilhÃ£,,40.29416,-7.469215
1869,San Francisco,CA,37.789335,-122.4728
1870,London,,51.493317,-0.147348
1871,Lancaster,PA,40.039353,-76.307448
1872,San Francisco,CA,37.791391,-122.402859
1875,Atlantic Beach,FL,30.3592737,-81.4128706
1876,Orlando,FL,28.539502,-81.378482
1877,Lima,,-12.0805011,-77.0551909
1878,Tallinn,,59.437214,24.768664
1879,Kamloops,,50.697426,-120.388852
1880,San Francisco,CA,37.7753,-122.4186
1881,Vancouver,,49.263588,-123.138565
1883,Ljubljana,,46.038308,14.51825
1886,Atlanta,GA,33.786384,-84.362696
1887,Dublin,,53.2781561,-6.1071512
1888,Hopkinton,MA,42.228946,-71.51888
1889,Pensacola,FL,30.396918,-87.28938
1892,San Sebastián,,43.3135579,-1.9820361
1893,Kansas City,MO,39.1687105,-94.5980008
1895,Santa Barbara,CA,34.420316,-119.688412
1898,San Francisco,CA,37.791068,-122.401942
1899,New York,NY,40.754762,-73.988543
1900,El Segundo,CA,33.9019543,-118.3872018
1902,Austin,TX,30.291391,-97.710481
1903,Bellingham,WA,48.8784787,-122.6242375
1907,Mumbai,,18.9978594,72.8367776
1910,Ithaca,NY,42.485193,-76.458553
1912,Chantilly,VA,38.87804,-77.436151
1914,Paris,,48.856667,2.350987
1916,Novato,CA,38.068295,-122.532658
1917,Miami,FL,25.787252,-80.13183
1918,Madrid,,40.5288449,-3.6429907
1919,El Segundo,CA,33.918589,-118.393719
1921,La Canada,CA,34.208304,-118.209263
1922,cerritos,CA,33.8587559,-118.0477319
1923,La Mirada,CA,33.9115449,-117.983856
1924,Oakland,CA,37.810448,-122.239864
1926,Palo Alto,CA,37.4441726,-122.1632941
1927,Amsterdam,,52.354525,4.912106
1928,Groot-Bijgaarden,,50.8726449,4.276811
1929,Chicago,IL,41.857204,-87.623923
1930,Irvine,CA,33.661515,-117.821661
1932,San Francisco,CA,37.787076,-122.399412
1933,Jersey City,NJ,40.716438,-74.033872
1934,Seattle,WA,44.859587,-93.226503
1935,Jaipur,,26.891551,75.7664384
1937,Mumbai,,19.017656,72.856178
1938,Ft. Lauderdale,FL,26.172111,-80.18172
1939,Plano,TX,33.081556,-96.799778
1940,Lakeland,FL,28.02998,-82.045178
1941,San Francisco,CA,37.775196,-122.419204
1944,Barcelona,,41.406248,2.163194
1945,Sudbury,,46.4433096,-81.0057386
1946,Mountain VIew,CA,37.429674,-122.100333
1947,GENEVA,,46.208055,6.143424
1948,Covesville,VA,37.907732,-78.711055
1949,San Francisco,CA,37.775196,-122.419204
1950,CHAMBERY,,45.591163,5.92224
1951,SEVRAN,,48.927697,2.531457
1953,Phoenix,AZ,33.448263,-112.073821
1954,Tampa,FL,27.98146,-82.451142
1955,Orlando,FL,28.553154,-81.364438
1956,Madrid,,40.382338,-3.773844
1957,Scottsdale,AZ,33.465063,-111.926112
1960,Austin,TX,30.414146,-97.807032
1962,Istanbul,,41.052565,28.984423
1963,Berlin,,52.5283614,13.4124563
1966,London,,51.500152,-0.126236
1967,Pittsburgh,PA,40.4282777,-79.971877
1968,Royal Oak,MI,42.507486,-83.175991
1969,Berkeley,CA,37.87168,-122.269494
1970,Palo Alto,CA,37.421142,-122.101182
1971,New York,NY,40.751293,-73.978887
1972,London,,51.500152,-0.126236
1973,Pittsburgh,PA,40.438355,-80.001983
1974,Boynton Beach,FL,26.528215,-80.082474
1976,Austin,TX,30.181709,-97.880286
1977,Seattle,WA,40.179731,-105.20545
1978,San Francisco,CA,37.758352,-122.398379
1979,San Francisco,CA,37.789902,-122.4007791
1980,Kent,,51.484638,0.001682
1981,Boston,MA,42.345495,-71.088927
1982,mexico|,,19.4326077,-99.133208
1984,London,,51.5001524,-0.1262362
1986,Palo Alto,CA,37.437328,-122.159928
1987,Portland,OR,45.523875,-122.670399
1988,New York,NY,40.72616,-74.006023
1989,Columbia,MD,39.201384,-76.8374995
1990,Salt Lake City,UT,40.766429,-111.858952
1992,London,,51.5208247,-0.1219851
1993,San Francisco,CA,37.7710177,-122.4025976
1996,Menlo Park,CA,37.478117,-122.14104
1997,New York,NY,40.704213,-74.0082089
1998,Chatillon,,48.8077233,2.2973607
1999,Singapore,,1.292513,103.779503
2000,Ottawa,,45.392766,-75.752398
2001,Omaha,NE,30.268735,-97.745209
2003,Helsinki,,60.175389,24.92058
2004,Atlanta,GA,33.754487,-84.389663
2005,Montreal,,45.545447,-73.639076
2006,Zug,,47.155136,8.51229
2007,Omaha,NE,41.252402,-95.991019
2009,Brussels,,50.837051,4.367612
2010,New Delhi,,28.635308,77.22496
2011,Chicago,IL,41.8883695,-87.6353645
2012,Santiago,,-33.42536,-70.566466
2013,Calcutta,,22.572646,88.363895
2014,New Delhi,,28.635308,77.22496
2015,New York,NY,40.74727,-73.980064
2016,Thessaloniki,,40.6072691,22.9600935
2018,San Antonio,TX,29.743772,-98.692465
2020,Sharon Hill,PA,39.904828,-75.273448
2022,West Bloomfield,MI,42.6244,-83.3183
2023,Toronto,,43.790009,-79.25708
2025,Ruprechtshofen,,48.137693,15.278442
2026,Greenwood Village,CO,39.620872,-104.903368
2028,Plano,TX,33.079033,-96.776711
2029,Irvine,CA,33.58273,-117.727468
2030,Bellingham,WA,48.732189,-122.470152
2031,Vancouver,,49.290825,-123.129441
2033,Santa Monica,CA,34.015464,-118.493105
2034,New York,NY,40.745003,-73.983229
2035,Sherman Oaks,CA,34.15761,-118.424058
2036,San Francisco,CA,37.764169,-122.402021
2037,Troy,MI,42.586932,-83.139902
2039,Dallas,TX,37.387712,-121.990755
2044,Ottawa,,45.4202329,-75.7015497
2046,Saint John,,45.298204,-66.09705
2047,Drogheda,,40.19036,-74.840241
2049,Brooklyn,NY,40.727434,-73.9447994
2050,"Richmond, VIC",,-37.811805,145.011393
2052,Singapore,,1.326725,103.894124
2053,London,,41.792265,1.996567
2055,New York,NY,40.756054,-73.986951
2056,San Francisco,CA,37.775196,-122.419204
2057,"Montreal, QC",,45.475206,-73.580782
2061,New York,NY,40.74034,-74.00721
2063,San Diego,CA,32.867073,-117.211077
2064,Paris,,48.8475487,2.2992348
2066,Irvington,NY,41.091306,-73.923422
2067,San Jose,CA,37.371056,-121.920558
2070,Seattle,WA,47.6042792,-122.3374372
2071,Seattle,WA,47.6420401,-122.3263922
2073,Naples,FL,26.037363,-81.741456
2074,Scottsdale,AZ,33.5093,-111.8985
2076,San Francisco,CA,37.75788,-122.427476
2077,San Francisco,CA,37.788653,-122.401333
2078,Vancouver,WA,45.734438,-122.655302
2079,London,,51.5212481,-0.1020894
2080,Stockholm,,59.3351833,18.0333601
2081,Berlin,,52.5372765,13.3787413
2082,Singapore,,1.2821008,103.8508327
2083,Madrid,,40.4596242,-3.6923285
2084,Munich,,48.1654212,11.5893956
2086,Berlin,,52.52647,13.3892214
2087,"Montreal, QC",,45.475206,-73.580782
2088,Sydney,,-33.830606,151.13278
2089,London,,51.4761694,-0.1400366
2090,Zurich,,47.389909,8.516049
2092,London,,51.498067,-0.175393
2093,Docklands,,-37.812649,144.943656
2094,San Francisco,CA,37.796164,-122.420903
2095,Berkeley,CA,37.882976,-122.26509
2096,New York,NY,40.724289,-73.980587
2097,Culver City,CA,34.0025911,-118.3942383
2098,Oakland,CA,37.772323,-122.214897
2102,Alexandria,,31.2135,29.9443
2103,Raleigh,NC,35.779748,-78.643414
2104,San Francisco,CA,37.780134,-122.396744
2105,Wellington,,-41.296454,174.774682
2106,Erlangen,,49.596464,11.003518
2107,Meadowbank NSW,,-33.817773,151.091193
2109,Lisboa,,38.708239,-9.143322
2111,Providence,RI,41.83,-71.41
2112,Honolulu,HI,21.309419,-157.86318
2113,,,-33.869027,151.210245
2114,San Francisco,CA,55.676294,12.568116
2116,Madrid,,40.416741,-3.70325
2117,Sevilla,,37.38264,-5.996295
2118,Alicante,,38.346041,-0.484756
2119,CÃ³rdoba,,37.884727,-4.779152
2120,Burlington,MA,42.485691,-71.19862
2121,Miami Beach,FL,25.788095,-80.141133
2122,Jacksonville,FL,30.26955,-81.564709
2123,San Carlos,CA,37.494996,-122.267654
2124,Beijing,,39.908173,116.397947
2125,Heerlen,,50.88304,5.980935
2126,Dublin,,53.341987,-6.262682
2127,London,,51.513678,-0.13063
2128,New York,NY,40.757716,-73.972321
2130,Tartu,,58.380161,26.722616
2131,Prague,,50.080907,14.449612
2132,Cheltenham Gloucestershire,,51.9016572,-2.078262
2134,Flower Mound,TX,33.020039,-97.069403
2135,Carmel,IN,39.973067,-86.198436
2136,Kiev,,50.474832,30.680651
2137,Barcelona,,41.3916792,2.1775706
2138,Chicago,IL,41.831001,-87.626918
2139,Dallas,TX,32.781078,-96.797111
2140,Crozier,VA,37.667971,-77.818394
2142,Nashville,TN,36.124497,-86.846342
2144,Hyderabad,,17.474957,78.376765
2146,Hollywood,CA,34.100974,-118.326672
2147,Brooklyn,NY,40.70299,-73.983471
2148,Austin,TX,30.264043,-97.744762
2149,Nashville,TN,36.1628,-86.781
2150,Redwood City,CA,37.494561,-122.229097
2151,Athens,,38.044896,23.706248
2152,London,,51.500446,-0.081486
2154,London,,51.51781,-0.184358
2155,Zurich,,47.389909,8.516049
2157,Munich,,48.143941,11.450883
2160,Marietta,GA,33.939116,-84.444006
2161,Manchester,NH,42.998318,-71.468003
2162,Berlin,,52.521627,13.40462
2163,Leipzig,,51.318503,12.381492
2164,Pomona,CA,34.109193,-117.755169
2165,Lexington,KY,38.048906,-84.499838
2167,Calgary,,51.005717,-114.130296
2168,Des Moines,IA,41.589404,-93.612614
2171,San Jose,CA,37.324803,-121.771853
2173,San Francisco,CA,37.8059887,-122.4099154
2174,Coxsackie,NY,42.3617691,-73.820407
2175,Portland,OR,45.5171735,-122.6761261
2176,Utrecht,,52.091381,5.148893
2177,Chicago,IL,41.886264,-87.624701
2178,Bellingham,WA,48.739553,-122.469682
2180,Washington,DC,38.906867,-77.042322
2181,West Chester,PA,39.939529,-75.61185
2182,Mahwha,NJ,41.104239,-74.164501
2184,San Francisco,CA,37.786906,-122.397672
2185,Chicago,IL,41.877867,-87.634781
2186,Glen Allen,VA,37.665173,-77.587267
2187,Dhanmondi,,23.743156,90.379976
2188,Palo Alto,CA,37.794043,-122.39736
2190,Zurich,,47.384199,8.492452
2191,Bellevue,WA,47.578174,-122.212731
2192,Richmond,KY,37.747342,-84.294064
2193,Arlington,MA,42.414167,-71.167163
2194,Red Bank,NJ,40.356745,-74.075105
2195,Los Angeles,CA,34.048545,-118.339502
2196,Amersham,,51.678254,-0.572355
2197,,,19.017656,72.856178
2198,Bergamo,,45.677288,9.678519
2200,Dhaka,,23.797333,90.401432
2201,Worcester,MA,42.23988,-71.839344
2203,Delft,,52.004819,4.35927
2204,"Dorking, Surrey",,51.2798857,-0.4274181
2205,San Francisco,CA,37.797435,-122.403175
2206,New London,CT,41.354796,-72.097348
2208,San Francisco,CA,37.5552776,-122.2997532
2209,Culver City,CA,34.0211224,-118.3964665
2210,New Orleans,LA,30.006694,-90.065749
2211,Hyderabad,,17.385044,78.486671
2212,San Francisco,CA,37.7797255,-122.4020593
2214,San Francisco,CA,37.7763989,-122.4177157
2216,Bochum,,51.4453516,7.25795
2217,Zurich,,47.368986,8.519982
2218,Chicago,IL,42.0412,-87.6903
2219,Brooklyn,NY,40.779947,-73.953502
2221,Sunnyvale,CA,37.384239,-122.012475
2222,Hong Kong,,22.462911,114.157294
2223,Agoura Hills,CA,34.146149,-118.761265
2226,San Diego,CA,32.902266,-117.20834
2227,Palo Alto,CA,37.425359,-122.1389633
2228,Los Angeles,CA,34.052107,-118.385271
2230,London,,51.496217,-0.0197
2231,Emmerich am Rhein,,51.843776,6.250891
2232,New York,NY,40.738137,-74.0058
2233,Spring House,PA,30.232215,-92.812592
2234,Edison,NJ,40.5446851,-74.3975462
2235,Redwood Shores,CA,37.527315,-122.263434
2238,Houston,TX,29.983076,-95.5627227
2239,N. Attleboro,MA,41.957177,-71.3607
2240,San Francisco,CA,37.781689,-122.391061
2241,Vancouver,,49.242824,-123.060221
2243,San Francsico,CA,37.779097,-122.39365
2244,Sydney,,-33.867139,151.207114
2245,London,,51.500152,-0.126236
2247,San Francisco,CA,37.791068,-122.401942
2248,Kansas City,MO,39.104837,-94.594928
2250,Gurgaon,,28.4404308,77.0789194
2251,Elford,,52.659481,-1.712905
2252,Toronto,,43.842461,-79.291616
2253,Louisville,KY,38.257149,-85.761772
2254,Alexandria,VA,38.802365,-77.046498
2255,Redmond,WA,47.6732717,-122.1192586
2256,Houston,TX,29.730531,-95.431051
2258,Belmont,CA,37.513811,-122.296337
2259,Palo Alto,CA,37.411846,-122.1295
2260,Bensalem,PA,40.10115,-74.941677
2261,Philadelphia,PA,40.1108242,-75.0245215
2263,Austin,TX,30.458697,-97.793606
2264,Belo Horizonte,,-19.944326,-43.937268
2266,San Francisco,CA,37.7893215,-122.4013624
2267,Parnell,,-36.8534764,174.7863813
2268,Sydney,,-33.8627,151.209705
2270,Seattle,WA,47.6141,-122.33763
2271,Pacific Palisades,CA,34.0471094,-118.5268914
2272,Budapest,,47.490346,19.059078
2274,Alexandria,VA,38.76735,-77.138863
2277,London,,51.5277086,-0.1227806
2278,Roncade TV,,45.564209,12.436354
2280,Austin,TX,30.268735,-97.745209
2281,Brooklyn,NY,40.609762,-73.910664
2282,Dallas,TX,32.836277,-96.806578
2287,Herndon,VA,38.903379,-77.040727
2289,Los Angeles,CA,34.061368,-118.416334
2290,Sydney,,-33.866,151.212159
2291,London,,51.516203,-0.133591
2292,Toronto,,43.6503813,-79.3912795
2293,San Francisco,CA,37.743454,-122.41748
2296,Philadelphia,PA,39.95644,-75.196171
2297,San Jose,CA,37.285978,-121.860571
2298,New York,NY,40.755253,-73.992152
2302,Carrollton,TX,32.976452,-96.843958
2303,milan,,45.4664482,9.2025046
2304,London,,51.5399105,-0.2859795
2305,,,54.5397835,18.4646822
2307,Mountain View,CA,37.400689,-122.0572
2308,Vancouver,,49.284889,-123.095249
2310,Metz,,49.1004,6.182658
2311,San Francisco,CA,37.775196,-122.419204
2312,Falmouth,ME,43.6910137,-70.2694636
2319,"Vancouver, BC",,49.280405,-123.109682
2323,New York,NY,40.741179,-73.993182
2324,Minneapolis,MN,44.948373,-93.298141
2325,Saint-Petersburg,,59.93625,30.385246
2326,London,,51.549348,-0.196592
2327,Copenhagen,,55.678645,12.577576
2328,San Francisco,CA,37.7705096,-122.4015807
2330,North Andover,MA,42.66208,-71.108754
2331,Seattle,WA,47.670294,-122.348306
2334,Zurich,,47.389909,8.516049
2335,Tampa,FL,28.032975,-82.64611
2337,Palo Alto,CA,37.4459832,-122.1490582
2339,Durham,,54.703145,-1.574948
2340,Berlin,,52.510284,13.465981
2343,Atlanta,GA,33.877286,-84.334042
2344,New York,NY,40.7250495,-73.9970912
2348,Menlo Park,CA,37.448491,-122.180281
2349,New York,NY,40.746332,-73.982596
2360,Cuneo,,44.391562,7.54911
2361,Frankfurt,,50.118645,8.685427
2363,Chico,CA,39.7324184,-121.8211856
2364,Chicago,IL,41.972002,-87.703656
2365,London,,22.284596,114.200412
2366,Bellevue,WA,27.937603,-82.2871293
2367,Santa Monica,CA,34.015178,-118.496658
2368,San Diego,CA,32.891152,-117.200712
2369,Redwood City,CA,37.518539,-122.254275
2371,Zurich,,47.3912899,8.5082891
2374,San Francisco,CA,37.7976785,-122.4018163
2377,Kuala Lumpur,,3.15021,101.707703
2378,Concord,MA,42.45494,-71.356845
2380,Madrid,,40.42046,-3.678121
2381,Newbury,,51.405977,-1.329241
2382,Laurel,MD,39.143942,-76.877448
2383,Eagle,ID,43.683341,-116.316522
2384,Newport Beach,CA,33.66859,-117.863686
2386,Monterey,CA,36.572851,-121.808255
2387,Chicago,IL,41.886048,-87.625743
2388,Torrance,CA,33.804047,-118.351901
2389,Sydney,,-33.629723,151.323938
2390,Mercer Island,WA,47.565229,-122.233149
2391,San Jose,CA,37.421729,-121.957018
2392,London,,51.549167,-0.24233
2394,Northbrook,IL,42.142261,-87.862305
2395,Madison,WI,43.075114,-89.382609
2396,Saskatoon,,52.143886,-106.6634565
2397,San Francisco,CA,37.7749295,-122.4194155
2398,Prenton,,53.386432,-3.036415
2399,Nashville,TN,36.163965,-86.796377
2400,New York,NY,40.739867,-73.990024
2401,New Brighton,MN,45.045772,-93.190885
2402,Santa Barbara,CA,34.4335255,-119.8084281
2403,Montgomery,AL,32.358311,-86.236985
2404,Auburn,AL,32.618316,-85.481811
2405,Los Angeles,CA,34.070436,-118.350486
2406,Lake Arrowhead,CA,34.265641,-117.11359
2407,San Francisco,CA,37.776769,-122.410111
2408,Providence,RI,41.817973,-71.441418
2409,Mountain View,CA,37.400465,-122.073003
2410,Madison,WI,43.028539,-89.530448
2413,Phoenix,AZ,33.451235,-111.99253
2414,Austin,TX,30.387353,-97.753163
2415,Champaign,IL,40.090814,-88.239866
2418,Abidjan,,5.332,-4.0305
2419,Stamford,CT,41.058558,-73.537671
2423,Stamford,CT,41.073034,-73.550452
2424,Rotterdam,,51.916547,4.475797
2426,Toronto,,43.769574,-79.411513
2427,Atlanta,GA,33.852384,-84.380568
2428,Sydney,,-33.888821,151.213328
2429,Paris,,48.8785721,2.3249952
2430,"Casablanca, Maroc",,33.5922469,-7.6332257
2431,Worcester,,52.232349,-2.26681
2432,Toronto,,43.70452,-79.458419
2433,Therwil,,47.377663,8.527005
2434,Hollywood,FL,26.02617,-80.147944
2435,Amsterdam,,52.3644743,4.8926529
2436,Cologne,,50.9470981,6.941006
2438,Scottsdale,AZ,40.7481039,-74.0353787
2442,Brooklyn,NY,40.7286261,-73.9555369
2443,Palo Alto,CA,37.437328,-122.159928
2444,Austin,TX,30.268735,-97.745209
2446,Coral Gables,FL,25.726688,-80.235886
2447,Blacksburg,VA,37.2322135,-80.4164606
2449,Shanghai,,31.222222,121.475
2450,Montreal,,45.502556,-73.580424
2451,Fort Lauderdale,FL,26.1223623,-80.3817739
2452,Kirkland,WA,47.656975,-122.205614
2454,Tallinn,,59.397629,24.658767
2455,WÃ¤chtersbach,,52.537588,13.37402
2456,Belleville,MI,42.176407,-83.439688
2457,New York,NY,40.74385,-73.98458
2458,Milan,,45.507014,9.2298577
2459,Rome,,41.8975813,12.4941336
2460,St. Louis,MO,38.6501668,-90.2598684
2461,New York City,NY,40.7272544,-74.0057152
2462,Hillsboro,OR,45.546481,-122.9021288
2465,Rockville,MD,39.083916,-77.156823
2466,Saint James,NY,40.8887993,-73.1762626
2467,Sunnyvale,CA,37.424614,-122.145153
2469,St.Veit an der Glan,,46.771087,14.362311
2470,Corte Madera,CA,37.9260091,-122.5162892
2471,Sterling,VA,38.995281,-77.427626
2472,Newbury,,51.417565,-1.313068
2473,Den Haag,,52.0837552,4.3005395
2474,Toronto,,43.632844,-79.554784
2475,Woodbridge,,43.768232,-79.611182
2476,Lynnwood,WA,47.810914,-122.295697
2477,Boulder,CO,39.966986,-105.119089
2478,South Berwick,ME,43.2319222,-70.7525299
2479,San Francisco,CA,41.864917,-87.625271
2480,Morgan Hill,CA,26.0524615,-80.1378809
2482,Louisville,CO,39.97764,-105.13114
2485,Washington,DC,38.897976,-77.028561
2486,San Francisco,CA,37.781754,-122.407709
2487,,,52.291474,-1.533601
2488,Singapore,,21.303049,-157.78907
2489,Corby,,52.472029,-0.698361
2490,Seattle,WA,47.580235,-122.145038
2491,San Francisco,CA,37.758062,-122.418642
2492,Venice,CA,33.989029,-118.462421
2493,Detroit,MI,42.330165,-83.045913
2494,Portland,OR,45.48798,-122.692654
2495,San Francisco,CA,41.78942,-87.596232
2496,Atherton,CA,29.76244,-95.463209
2500,"Toronto, Ontario",,43.670233,-79.386755
2502,Dennis,MA,41.735242,-70.197933
2503,Princeville,HI,22.226745,-159.480262
2505,Tampa,FL,28.0558376,-82.6427617
2506,Singapore,,1.281506,103.848023
2507,Redmond,WA,47.67356,-122.133621
2508,Broomfield,CO,39.930354,-105.092218
2509,Boulder,CO,40.018145,-105.278109
2510,Denver,CO,39.749671,-104.9998449
2511,NYC,NY,40.741276,-73.991561
2513,Brooklyn,NY,40.7032884,-73.9878525
2514,New York,NY,40.7280992,-73.9933841
2519,San Marcos,TX,29.876617,-97.940336
2521,Hamilton,,43.224565,-79.861325
2522,Livonia,MI,42.168073,-83.175003
2523,Vienna,,48.182591,16.357786
2525,Folsom,CA,38.650095,-121.13924
2526,D.I.Khan,,31.8498159,70.8429444
2529,San Francisco,CA,37.7899027,-122.4007846
2531,San Francisco,CA,37.782101,-122.389519
2532,San Francisco,CA,37.783046,-122.394067
2533,Fairfax,VA,38.9005,-77.258954
2534,San Jose,CA,37.7924253,-122.4010019
2535,Pacific Palisades,CA,34.078345,-118.5475
2537,Rotterdam,,51.960189,4.474856
2539,Santa Fe,NM,35.6746751,-105.9484344
2540,Palo Alto,CA,37.448598,-122.158497
2542,San Francisco,CA,37.796843,-122.400346
2543,New Delhi,,28.554777,77.210726
2544,Charlotte,NC,35.01647,-80.852317
2545,Paris,,48.846726,2.321213
2547,Amsterdam,,52.352201,4.890314
2548,San Francisco,CA,37.7881481,-122.3943387
2550,Royal Oak,MI,42.484985,-83.128937
2551,Chandler,AZ,33.3176,-111.8566
2552,Sausalito,CA,37.864435,-122.490586
2553,New York,NY,40.7543,-73.981847
2555,Menlo Park,CA,37.452011,-122.182824
2557,San Francisco,CA,37.778687,-122.421242
2558,Oakland,CA,37.806425,-122.270653
2559,Sunnyvale,CA,37.384239,-122.012475
2560,San Francisco,CA,37.79289,-122.428193
2561,Mountain View,CA,37.386773,-122.075222
2562,Knoxville,TN,35.963029,-83.918392
2563,Humble,TX,29.985528,-95.3082988
2564,San Diego,CA,32.718834,-117.163841
2565,San Francisco,CA,37.80204,-122.438231
2566,New York,NY,40.7564318,-73.9871847
2567,San Francisco,CA,37.459112,-122.142326
2570,Chicago,IL,41.8908028,-87.6316617
2571,Helsinki,,60.16441,24.910863
2572,Boca Raton,FL,26.383036,-80.097933
2573,St Charles,IL,41.931912,-88.294854
2575,New York,NY,40.775309,-73.983656
2576,Palo Alto,CA,37.448598,-122.158497
2577,San Francisco,CA,37.794124,-122.403223
